chunk_id,audio_id,source_path,chunk_path,start_time,end_time,duration,sample_rate,channels,bit_depth
01M0E9X19DMAXGT6QD167G1YJX_chunk0002,01M0E9X19DMAXGT6QD167G1YJX,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/0e/5b/0e5bed0b45b606bc1d1b7678bc07bc70_01M0E9X19DMAXGT6QD167G1YJX.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X19DMAXGT6QD167G1YJX_chunk0002.wav,15.0,30.0,15.0,44100,2,16
01M0E9X19DMAXGT6QD167G1YJX_chunk0003,01M0E9X19DMAXGT6QD167G1YJX,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/0e/5b/0e5bed0b45b606bc1d1b7678bc07bc70_01M0E9X19DMAXGT6QD167G1YJX.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X19DMAXGT6QD167G1YJX_chunk0003.wav,22.5,30.0,7.5,44100,2,16
01M0E9X1AGP5JXX7YEA7NAV25V_chunk0000,01M0E9X1AGP5JXX7YEA7NAV25V,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/13/b9/13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1AGP5JXX7YEA7NAV25V_chunk0000.wav,0.0,15.0,15.0,44100,2,16
01M0E9X1AGP5JXX7YEA7NAV25V_chunk0001,01M0E9X1AGP5JXX7YEA7NAV25V,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/13/b9/13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1AGP5JXX7YEA7NAV25V_chunk0001.wav,7.5,22.5,15.0,44100,2,16
01M0E9X1AGP5JXX7YEA7NAV25V_chunk0002,01M0E9X1AGP5JXX7YEA7NAV25V,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/13/b9/13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1AGP5JXX7YEA7NAV25V_chunk0002.wav,15.0,30.0,15.0,44100,2,16
01M0E9X1AGP5JXX7YEA7NAV25V_chunk0003,01M0E9X1AGP5JXX7YEA7NAV25V,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/13/b9/13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1AGP5JXX7YEA7NAV25V_chunk0003.wav,22.5,30.0,7.5,44100,2,16
01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0000,01M0E9X1BHAGVNQYTXE4CMNJV0,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/e8/fb/e8fb173150cd26420e155e6959acf3f5_01M0E9X1BHAGVNQYTXE4CMNJV0.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0000.wav,0.0,15.0,15.0,44100,2,16
01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0001,01M0E9X1BHAGVNQYTXE4CMNJV0,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/e8/fb/e8fb173150cd26420e155e6959acf3f5_01M0E9X1BHAGVNQYTXE4CMNJV0.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0001.wav,7.5,22.5,15.0,44100,2,16
01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0002,01M0E9X1BHAGVNQYTXE4CMNJV0,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/e8/fb/e8fb173150cd26420e155e6959acf3f5_01M0E9X1BHAGVNQYTXE4CMNJV0.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0002.wav,15.0,30.0,15.0,44100,2,16
01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0003,01M0E9X1BHAGVNQYTXE4CMNJV0,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/e8/fb/e8fb173150cd26420e155e6959acf3f5_01M0E9X1BHAGVNQYTXE4CMNJV0.wav,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1BHAGVNQYTXE4CMNJV0_chunk0003.wav,22.5,30.0,7.5,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0000,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0000.wav,0.0,15.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0001,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0001.wav,7.5,22.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0002,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0002.wav,15.0,30.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0003,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0003.wav,22.5,37.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0004,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0004.wav,30.0,45.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0005,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0005.wav,37.5,52.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0006,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0006.wav,45.0,60.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0007,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0007.wav,52.5,67.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0008,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0008.wav,60.0,75.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0009,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0009.wav,67.5,82.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0010,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0010.wav,75.0,90.0,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0011,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0011.wav,82.5,97.5,15.0,44100,2,16
01M0E9X1D5FB4ZND9B13XSD71K_chunk0012,01M0E9X1D5FB4ZND9B13XSD71K,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/de/34/de3496908c92f8421727d3e527103b57_01M0E9X1D5FB4ZND9B13XSD71K.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0E9X1D5FB4ZND9B13XSD71K_chunk0012.wav,90.0,98.457,8.457,44100,2,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0000,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0000.wav,0.0,15.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0001,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0001.wav,7.5,22.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0002,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0002.wav,15.0,30.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0003,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0003.wav,22.5,37.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0004,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0004.wav,30.0,45.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0005,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0005.wav,37.5,52.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0006,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0006.wav,45.0,60.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0007,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0007.wav,52.5,67.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0008,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0008.wav,60.0,75.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0009,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0009.wav,67.5,82.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0010,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0010.wav,75.0,90.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0011,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0011.wav,82.5,97.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0012,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0012.wav,90.0,105.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0013,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0013.wav,97.5,112.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0014,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0014.wav,105.0,120.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0015,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0015.wav,112.5,127.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0016,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0016.wav,120.0,135.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0017,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0017.wav,127.5,142.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0018,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0018.wav,135.0,150.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0019,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0019.wav,142.5,157.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0020,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0020.wav,150.0,165.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0021,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0021.wav,157.5,172.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0022,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0022.wav,165.0,180.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0023,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0023.wav,172.5,187.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0024,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0024.wav,180.0,195.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0025,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0025.wav,187.5,202.5,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0026,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0026.wav,195.0,210.0,15.0,44100,1,16
01M0RFPVN7FD6R26FDRFX77R9Z_chunk0027,01M0RFPVN7FD6R26FDRFX77R9Z,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3a/95/3a9570be947691c9da7313787e0c3f43_01M0RFPVN7FD6R26FDRFX77R9Z.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVN7FD6R26FDRFX77R9Z_chunk0027.wav,202.5,210.39,7.89,44100,1,16
01M0RFPVNJ21SF5Y7VHPP8QV6T_chunk0000,01M0RFPVNJ21SF5Y7VHPP8QV6T,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/ec/fb/ecfb89c0cd2208c39e00aac31a253a1f_01M0RFPVNJ21SF5Y7VHPP8QV6T.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVNJ21SF5Y7VHPP8QV6T_chunk0000.wav,0.0,15.0,15.0,44100,1,16
01M0RFPVNJ21SF5Y7VHPP8QV6T_chunk0001,01M0RFPVNJ21SF5Y7VHPP8QV6T,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/ec/fb/ecfb89c0cd2208c39e00aac31a253a1f_01M0RFPVNJ21SF5Y7VHPP8QV6T.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVNJ21SF5Y7VHPP8QV6T_chunk0001.wav,7.5,22.5,15.0,44100,1,16
