audio_id,oss_key,gpu_local_path,official_source_path,duration_sec,file_bytes,oss_etag,format,sample_rate,channels,bit_depth,status
track_0004028,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004028.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004028.mp3,28/4028.mp3,297.7,3359472,2EF60A1F02363B0ACAB5771E5AA61E65,mp3,44100,2,low-bitrate,archived
track_0004880,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004880.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004880.mp3,80/4880.mp3,214.8,2842547,DCDCEB6442477B83D05F4E84D499F31A,mp3,44100,2,low-bitrate,archived
track_0004882,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004882.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004882.mp3,82/4882.mp3,210.4,2049752,14B766394BEAA7E28F687734E398A818,mp3,44100,2,low-bitrate,archived
track_0004883,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004883.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004883.mp3,83/4883.mp3,249.5,3452783,617219F89EE208990703487087E20589,mp3,44100,2,low-bitrate,archived
track_0004884,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004884.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004884.mp3,84/4884.mp3,220.7,2905584,5391C37E9E22CA1884F664419B73F940,mp3,44100,2,low-bitrate,archived
track_0004887,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004887.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004887.mp3,87/4887.mp3,251.7,3385003,8262FD8F99DA5A47EA90F7EE8C565A87,mp3,44100,2,low-bitrate,archived
track_0004888,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004888.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004888.mp3,88/4888.mp3,87.4,1013679,D57FB31678A2F98C11AB7002EB07C989,mp3,44100,2,low-bitrate,archived
track_0004889,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004889.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004889.mp3,89/4889.mp3,179.0,2259792,3843AE199C9C0EC077AD3C02CDF55715,mp3,44100,2,low-bitrate,archived
track_0004890,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0004890.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0004890.mp3,90/4890.mp3,374.3,4816078,E26E50D9FDD0BC6673661285901626BA,mp3,44100,2,low-bitrate,archived
track_0005083,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005083.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005083.mp3,83/5083.mp3,165.4,1930263,F102BCD1D5B5907AB4F7299FBD248321,mp3,44100,2,low-bitrate,archived
track_0005084,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005084.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005084.mp3,84/5084.mp3,205.7,2717894,EBB5AE3EAB581655D3FA2BA80F76E4DB,mp3,44100,2,low-bitrate,archived
track_0005085,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005085.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005085.mp3,85/5085.mp3,252.0,3076423,FB8092276F3F233650F68F5959A67192,mp3,44100,2,low-bitrate,archived
track_0005086,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005086.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005086.mp3,86/5086.mp3,235.0,2923474,0E982C4AAB6C8B590625DC847F7D30FB,mp3,44100,2,low-bitrate,archived
track_0005087,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005087.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005087.mp3,87/5087.mp3,109.1,1462258,13EFAB176A351C99DB5C071BA0E04A99,mp3,44100,2,low-bitrate,archived
track_0005088,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005088.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005088.mp3,88/5088.mp3,230.3,2608901,D2C8F5C54A5543042E26E56C9BDE8778,mp3,44100,2,low-bitrate,archived
track_0005089,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005089.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005089.mp3,89/5089.mp3,102.8,1344295,05C1FC5B6AE6734E0A4BB0EFBF4C00A9,mp3,44100,2,low-bitrate,archived
track_0005090,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0005090.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0005090.mp3,90/5090.mp3,163.3,1860176,D29ECCDD777E0313CEDD40C1231405CA,mp3,44100,2,low-bitrate,archived
track_0006729,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0006729.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0006729.mp3,29/6729.mp3,210.6,2464022,F071B41618E3199BAF0560B0CAE9A140,mp3,44100,2,low-bitrate,archived
track_0008559,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008559.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008559.mp3,59/8559.mp3,247.1,2989208,2E64C881FFC7CB0CCAEF78F5D8B4EE56,mp3,44100,2,low-bitrate,archived
track_0008560,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008560.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008560.mp3,60/8560.mp3,381.0,4418924,7D58E31E79873E2C0C2A2862D8E8D8B1,mp3,44100,2,low-bitrate,archived
track_0008561,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008561.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008561.mp3,61/8561.mp3,248.3,3008292,175F9F57E8EDED757CC197144CA7406B,mp3,44100,2,low-bitrate,archived
track_0008562,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008562.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008562.mp3,62/8562.mp3,357.8,3995884,66A2BE69B85362CC91384969FECCB140,mp3,44100,2,low-bitrate,archived
track_0008563,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008563.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008563.mp3,63/8563.mp3,414.9,5162155,3CEF8D4BBB5BCA99B69AD95AB3C849D9,mp3,44100,2,low-bitrate,archived
track_0008564,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008564.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008564.mp3,64/8564.mp3,366.1,4100639,A3A0D76FA418EB3B05F88A60F7F2B3DF,mp3,44100,2,low-bitrate,archived
track_0008565,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0008565.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0008565.mp3,65/8565.mp3,243.6,3011488,EC2AD106D859C4E27F893A4868B23345,mp3,44100,2,low-bitrate,archived
track_0011745,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011745.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011745.mp3,45/11745.mp3,261.4,3145742,A0C388518D64EF42F7B2DEEAC4E16BC4,mp3,44100,2,low-bitrate,archived
track_0011747,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011747.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011747.mp3,47/11747.mp3,97.3,1047907,74BE04689401EDAA650D0F30033D22AE,mp3,44100,2,low-bitrate,archived
track_0011750,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011750.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011750.mp3,50/11750.mp3,105.2,1104208,F966C9895EAAE0D6EACA1B36E00E165C,mp3,44100,2,low-bitrate,archived
track_0011751,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011751.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011751.mp3,51/11751.mp3,279.0,3876334,9A2918CE9CB9B7852148B879A52D2444,mp3,44100,2,low-bitrate,archived
track_0011756,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011756.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011756.mp3,56/11756.mp3,509.4,5899597,4BAC1CDB51D3B0EF41A1D7AF2F059DA4,mp3,44100,2,low-bitrate,archived
track_0011760,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011760.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011760.mp3,60/11760.mp3,124.5,1517319,777C56637E4BB49C8111DB2BD95464C2,mp3,44100,2,low-bitrate,archived
track_0011765,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011765.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011765.mp3,65/11765.mp3,121.5,1497752,F628ED228B275DDDFD8945F5712A5393,mp3,44100,2,low-bitrate,archived
track_0011767,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011767.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011767.mp3,67/11767.mp3,227.2,2832159,0B3BF354ED0289292C6CD4335F6B2328,mp3,44100,2,low-bitrate,archived
track_0011771,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011771.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011771.mp3,71/11771.mp3,127.1,1280561,B649AEF146813830C8B0E2106C0CE7FB,mp3,44100,2,low-bitrate,archived
track_0011773,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0011773.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0011773.mp3,73/11773.mp3,122.6,1572697,74BE14E46A709B5924A7ACCF272471C8,mp3,44100,2,low-bitrate,archived
track_0014381,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0014381.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0014381.mp3,81/14381.mp3,349.6,4237285,62A6FA2F6E1CFEFE74919A6C22D6F2AD,mp3,44100,2,low-bitrate,archived
track_0014384,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0014384.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0014384.mp3,84/14384.mp3,278.0,3283375,247A4307BF78886B722038167B795EC5,mp3,44100,2,low-bitrate,archived
track_0015655,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0015655.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0015655.mp3,55/15655.mp3,420.8,5353166,098AB7329510B055C9369E7367351D3A,mp3,44100,2,low-bitrate,archived
track_0015656,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0015656.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0015656.mp3,56/15656.mp3,530.2,6774885,0CED49CE2D73814676F9CA80C38442CF,mp3,44100,2,low-bitrate,archived
track_0015658,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0015658.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0015658.mp3,58/15658.mp3,320.3,4076671,D32DCD90A8B56A64DBD7DF57A9DBF99B,mp3,44100,2,low-bitrate,archived
track_0015660,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0015660.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0015660.mp3,60/15660.mp3,355.8,4422388,E4FE85B081DF166E3B66715D32600849,mp3,44100,2,low-bitrate,archived
track_0016407,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0016407.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0016407.mp3,07/16407.mp3,355.1,4255893,1B209578D62E128710A85D49FD046C23,mp3,44100,2,low-bitrate,archived
track_0016408,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0016408.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0016408.mp3,08/16408.mp3,407.0,5062478,181EA4313A8B512E2DAB0C5A9D2CC195,mp3,44100,2,low-bitrate,archived
track_0016409,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0016409.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0016409.mp3,09/16409.mp3,157.4,1958911,3C60C2025A297F78E74B46D5793260F7,mp3,44100,2,low-bitrate,archived
track_0016410,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0016410.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0016410.mp3,10/16410.mp3,552.3,6795853,68A3753A6689AAA7242E968492286088,mp3,44100,2,low-bitrate,archived
track_0016411,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0016411.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0016411.mp3,11/16411.mp3,605.2,7691437,2D0A837C596BF998D563F6D1C3C2F7BB,mp3,44100,2,low-bitrate,archived
track_0017490,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017490.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017490.mp3,90/17490.mp3,233.7,2878540,B78AFCDF1877E23A30F60F9A8DA918CF,mp3,44100,2,low-bitrate,archived
track_0017491,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017491.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017491.mp3,91/17491.mp3,178.7,2147477,22C8F2AC10E402A5A411E4C823EC2522,mp3,44100,2,low-bitrate,archived
track_0017492,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017492.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017492.mp3,92/17492.mp3,176.5,2132185,6DA50099F1ABAA288AD738B37CBF83F6,mp3,44100,2,low-bitrate,archived
track_0017493,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017493.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017493.mp3,93/17493.mp3,140.1,1778834,48D5A67EC5D26168ED10231BE90F504A,mp3,44100,2,low-bitrate,archived
track_0017494,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017494.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017494.mp3,94/17494.mp3,136.4,1696560,416ADAF1B90269F4141654A808398D5A,mp3,44100,2,low-bitrate,archived
track_0017954,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017954.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017954.mp3,54/17954.mp3,414.8,5363683,EE25260910AEAC037E8F5D1298742DBC,mp3,44100,2,low-bitrate,archived
track_0017963,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0017963.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0017963.mp3,63/17963.mp3,400.5,5240230,D6C7F363E72F5B1B07C4CC731962D18D,mp3,44100,2,low-bitrate,archived
track_0018863,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0018863.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0018863.mp3,63/18863.mp3,236.1,2291387,B9A61FC820CC39AC782AC061019EB417,mp3,44100,2,low-bitrate,archived
track_0019115,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019115.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019115.mp3,15/19115.mp3,364.7,4532665,1AED6F597809F18E9DD857A80482F492,mp3,44100,2,low-bitrate,archived
track_0019116,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019116.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019116.mp3,16/19116.mp3,273.6,2547085,663065072E5354C7FF6963C8DA82458C,mp3,44100,2,low-bitrate,archived
track_0019120,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019120.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019120.mp3,20/19120.mp3,328.9,4078063,6330A7C28D885A31319DFA7268B685A5,mp3,44100,2,low-bitrate,archived
track_0019252,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019252.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019252.mp3,52/19252.mp3,304.0,3759794,4D7605023EF86C20C707F4ACC8224401,mp3,44100,2,low-bitrate,archived
track_0019255,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019255.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019255.mp3,55/19255.mp3,351.1,3844796,D45AF61D71215F9388219E4FE11BB066,mp3,44100,2,low-bitrate,archived
track_0019257,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019257.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019257.mp3,57/19257.mp3,242.9,2931351,27ED6B5DDB423340060A3AB677DCF973,mp3,44100,2,low-bitrate,archived
track_0019260,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019260.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019260.mp3,60/19260.mp3,300.8,3829640,679F5D3D93D1D0CC62A58999717B4D86,mp3,44100,2,low-bitrate,archived
track_0019850,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019850.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019850.mp3,50/19850.mp3,74.7,931073,F48098B65479CF2AE0C369433AF208CE,mp3,44100,2,low-bitrate,archived
track_0019851,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019851.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019851.mp3,51/19851.mp3,60.8,780927,3E4EECB888C9741916A7BCCB96B4F93E,mp3,44100,2,low-bitrate,archived
track_0019853,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019853.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019853.mp3,53/19853.mp3,51.5,653446,9B9D06A84E2E6B067DBD566503227B98,mp3,44100,2,low-bitrate,archived
track_0019854,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019854.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019854.mp3,54/19854.mp3,37.9,492880,6B2BE4ADE867D711AA4AED90BBD2A8D8,mp3,44100,2,low-bitrate,archived
track_0019856,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0019856.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0019856.mp3,56/19856.mp3,37.8,477044,3E5FF062C9FB61CB27A2C840FFCF23DA,mp3,44100,2,low-bitrate,archived
track_0020487,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020487.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020487.mp3,87/20487.mp3,365.1,3836860,E599E2ACD7ED6B4F0B4768B349FA0F2F,mp3,44100,2,low-bitrate,archived
track_0020492,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020492.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020492.mp3,92/20492.mp3,147.4,1666472,62B7C6AEEBF8B605B3106D449DDBA80C,mp3,44100,2,low-bitrate,archived
track_0020740,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020740.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020740.mp3,40/20740.mp3,358.5,4230093,E1DD0B628024872DB2DE74CDB243893D,mp3,44100,2,low-bitrate,archived
track_0020743,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020743.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020743.mp3,43/20743.mp3,254.8,3019629,CB449A4C4C8D65EFECA7352227DD135F,mp3,44100,2,low-bitrate,archived
track_0020763,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020763.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020763.mp3,63/20763.mp3,388.1,4903431,7E42E82001F3601ED615F9DD3F0DCE8F,mp3,44100,2,low-bitrate,archived
track_0020764,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020764.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020764.mp3,64/20764.mp3,253.8,3310298,62C3332077D9B8ABBED05482CA905A86,mp3,44100,2,low-bitrate,archived
track_0020765,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020765.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020765.mp3,65/20765.mp3,409.2,5277859,637CA835149CA149BCBD95176AACD051,mp3,44100,2,low-bitrate,archived
track_0020766,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020766.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020766.mp3,66/20766.mp3,252.5,3257828,74532BF37CA45A1678F897BEEA13AEC1,mp3,44100,2,low-bitrate,archived
track_0020767,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020767.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020767.mp3,67/20767.mp3,396.2,4952353,CDB70A8E8B325C9C99080347B3D93C8E,mp3,44100,2,low-bitrate,archived
track_0020768,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020768.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020768.mp3,68/20768.mp3,345.0,4380554,EFE57ECC801D31002C5A5AFE6F1E2285,mp3,44100,2,low-bitrate,archived
track_0020769,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020769.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020769.mp3,69/20769.mp3,320.7,3847505,9BA35B0DAB283FDAEA9A5C395BB7E869,mp3,44100,2,low-bitrate,archived
track_0020770,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020770.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020770.mp3,70/20770.mp3,495.9,6059743,4C7D1CAA6C1344EFB504A3C680AD5280,mp3,44100,2,low-bitrate,archived
track_0020771,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020771.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020771.mp3,71/20771.mp3,726.9,9203296,B77299928018321D8B90D02F9ADD4591,mp3,44100,2,low-bitrate,archived
track_0020772,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020772.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020772.mp3,72/20772.mp3,343.0,4238091,812118C783686E571D9517B6A30797F1,mp3,44100,2,low-bitrate,archived
track_0020773,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0020773.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0020773.mp3,73/20773.mp3,524.9,6801415,EE0D1621D842CFACA8522CE230D12E56,mp3,44100,2,low-bitrate,archived
track_0021502,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0021502.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0021502.mp3,02/21502.mp3,105.9,1456343,1FE603B8DF40DF61CC8C943646C2DC1D,mp3,44100,2,low-bitrate,archived
track_0022549,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0022549.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0022549.mp3,49/22549.mp3,98.5,1266834,DD0C80264A858D2F79A2B24198CFAC75,mp3,44100,2,low-bitrate,archived
track_0022550,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0022550.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0022550.mp3,50/22550.mp3,87.7,1206151,4959B2933A532324413B9077DECE30C0,mp3,44100,2,low-bitrate,archived
track_0023823,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0023823.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0023823.mp3,23/23823.mp3,270.0,3285751,78A38A9A8BE35B18CC6C568ECE731CA5,mp3,44100,2,low-bitrate,archived
track_0024321,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0024321.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0024321.mp3,21/24321.mp3,46.8,646938,D7B6205BCD64555414197943A308BB00,mp3,44100,2,low-bitrate,archived
track_0025706,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0025706.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0025706.mp3,06/25706.mp3,221.3,2813897,604C65D504B50EF471F783570090FC23,mp3,44100,2,low-bitrate,archived
track_0025708,dataset/mtg-jamendo/jazz_test_500_audio-low/track_0025708.mp3,/root/autodl-tmp/jazz_500_audio-low/track_0025708.mp3,08/25708.mp3,186.1,2029089,9F033CB66FB64746E894DB33AF6CA2F4,mp3,44100,2,low-bitrate,archived
