audio_id,file_relative_path,original_filename,format,sample_rate,bit_depth,channels,duration_sec,file_bytes,sha256,import_timestamp,status,source_type,artist_id,song_group_id,is_golden,source_type_marked,master_path,master_md5,master_status,cluster_id,cluster_center_dist,hdbscan_label,hdbscan_outlier,hdbscan_probability,sample_type,golden_status,in_knn_pool,golden_version,review_status,golden_sampling_strategy,legacy_audio_id,source_split_candidate,actual_split,in_train_training
B7C8FC27F3C349B0B39EB7D55A,raw_audio/75/94/75941216a87646b0059839df87159610630497e5cae3933c9560a960fe393b4f_B7C8FC27F3C349B0B39EB7D55A.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p05 B2 Deep Choice - Children Trip [BV1Sh4y1z7Yv_p5]_p05.flac,flac,44100,PCM_16,2,362.09,60673921,75941216a87646b0059839df87159610630497e5cae3933c9560a960fe393b4f,2026-08-26T07:25:16.927460,active,normal,artist:Deep Choice,song:Deep Choice:Children Trip,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/88/58/88585b7891f3df270bd7e8ebe32d4275_B7C8FC27F3C349B0B39EB7D55A.flac,8ced3cb76f411bf67dc1f045641ad8eb,success,2,0.722413,-1,True,0.0,normal,,True,,,,,train,train,True
A1CC7E194F30411980025EA378,raw_audio/19/27/1927168582105af98348848182125d5b04c5c52c447f42160754e3e8861f5969_A1CC7E194F30411980025EA378.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p10 D2 Neurostate– Dance To The House (Unreleased Edit) [BV1Sh4y1z7Yv_p10]_p10.flac,flac,44100,PCM_16,2,337.15,50082390,1927168582105af98348848182125d5b04c5c52c447f42160754e3e8861f5969,2026-08-26T07:25:17.105723,active,normal,unknown_A1CC7E19,unknown_song_A1CC7E19,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/f0/77/f077c4bf2eb19512b8c6dbcbff476131_A1CC7E194F30411980025EA378.flac,dbabde0fb59c3005c872877884ee9539,success,1,0.70831615,-1,True,0.0,normal,,True,,,,,train,train,True
F905340525194A1A9D838DB885,raw_audio/c2/a2/c2a201e47324183136169cc7173d5830a5b7453f60395f10c99482d086d444e4_F905340525194A1A9D838DB885.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p03 A3 Leo Anibaldi - Universal [BV1Sh4y1z7Yv_p3]_p03.flac,flac,44100,PCM_16,2,332.28,57789465,c2a201e47324183136169cc7173d5830a5b7453f60395f10c99482d086d444e4,2026-08-26T07:25:17.312822,active,normal,artist:Leo Anibaldi,song:Leo Anibaldi:Universal,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/51/c5/51c529015f2194d3e8da40a84172008f_F905340525194A1A9D838DB885.flac,7c9a45c8a701d1dc4d1660b3140432e8,success,1,0.6489081,-1,True,0.0,normal,,True,,,,,train,train,True
818C48C49AE547DCBC6D3D9B43,raw_audio/2b/56/2b56b4cf44bb30621887341a0a11487ce8d503e725ae35dad48a709c5ab92888_818C48C49AE547DCBC6D3D9B43.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p07 C1 Cosmic Galaxy– Walkin' On The Moon [BV1Sh4y1z7Yv_p7]_p07.flac,flac,44100,PCM_16,2,331.79,50352666,2b56b4cf44bb30621887341a0a11487ce8d503e725ae35dad48a709c5ab92888,2026-08-26T07:25:17.528488,active,normal,unknown_818C48C4,unknown_song_818C48C4,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/9d/29/9d291dab7cc5a96cfe2792b33f0c5866_818C48C49AE547DCBC6D3D9B43.flac,b384a98b73a027a1b73238d13417fae9,success,1,0.7597809,-1,True,0.0,normal,,True,,,,,train,train,True
3DD429C6458C404A9891416635,raw_audio/4e/8a/4e8a4831a9fde4273179d8a294e11c764fe24eafc38949ae74643d4f3b62b045_3DD429C6458C404A9891416635.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p04 B1 Green Baize - Tramp Heart [BV1Sh4y1z7Yv_p4]_p04.flac,flac,44100,PCM_16,2,329.96,57371509,4e8a4831a9fde4273179d8a294e11c764fe24eafc38949ae74643d4f3b62b045,2026-08-26T07:25:17.753661,active,normal,artist:Green Baize,song:Green Baize:Tramp Heart,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/ef/8f/ef8fd19993edb970d30e144c8575abce_3DD429C6458C404A9891416635.flac,76833fbad4305ed91e63b9d9d12b89c0,success,1,0.79888755,-1,True,0.0,normal,,True,,,,,val,val,True
DC92B30BB51D42488F02AA203F,raw_audio/ea/ac/eaac8c0b50ca13a2ce61bc867c4e0b5684098b549b7ad64e843a422e16244ed2_DC92B30BB51D42488F02AA203F.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p11 D3 Don Carlos - Ouverture [BV1Sh4y1z7Yv_p11]_p11.flac,flac,44100,PCM_16,2,413.11,81503866,eaac8c0b50ca13a2ce61bc867c4e0b5684098b549b7ad64e843a422e16244ed2,2026-08-26T07:25:18.081679,active,normal,artist:Don Carlos,song:Don Carlos:Ouverture,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/27/b5/27b5a11073c51be78fe8268f9e6cff23_DC92B30BB51D42488F02AA203F.flac,1447dba27f1a81931b45f5614f46efe6,success,2,0.6948211,-1,True,0.0,normal,,True,,,,,train,train,True
7AB4F0B765984F5AAADDDA584A,raw_audio/69/5a/695ab35a76f262d33abd7d0dbd19980f7867fe4469b6d934041a1fe6fa70872e_7AB4F0B765984F5AAADDDA584A.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p02 A2 Optik - Illusion [BV1Sh4y1z7Yv_p2]_p02.flac,flac,44100,PCM_16,2,372.47,65328121,695ab35a76f262d33abd7d0dbd19980f7867fe4469b6d934041a1fe6fa70872e,2026-08-26T07:25:18.494290,active,normal,artist:Optik,song:Optik:Illusion,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/c1/d7/c1d73b84152d04b7c2e59c3972b8e220_7AB4F0B765984F5AAADDDA584A.flac,f0f94da20c8aaa636a397893847809a5,success,3,0.6451661,-1,True,0.0,normal,,True,,,,,train,train,True
49BED5E277AF40909EC0BD756D,raw_audio/0e/c0/0ec081f4fae640327559d046d5f25b388287fcf10fc6a181c06c7d534a649bc7_49BED5E277AF40909EC0BD756D.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p06 B3 Deep Blue – Deep Blue (The Inner Part Of Me) [BV1Sh4y1z7Yv_p6]_p06.flac,flac,44100,PCM_16,2,240.05,45155126,0ec081f4fae640327559d046d5f25b388287fcf10fc6a181c06c7d534a649bc7,2026-08-26T07:25:18.688323,active,normal,unknown_49BED5E2,unknown_song_49BED5E2,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/ab/3b/ab3b670c88d6539534690b3e79830099_49BED5E277AF40909EC0BD756D.flac,ce544e60313f7bc253eea7a6b93cba1b,success,1,0.587896,1,False,0.9428058232815262,normal,,True,,,,,train,train,True
924CF2535CAB4C48A485EF4845,raw_audio/12/9e/129e11721f52b577f90ab53bbbfafd32facfb7ae012617d2f9154131062dbc29_924CF2535CAB4C48A485EF4845.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p09 D1 Lonely Dance– Sweet Pieces (Alternative Mix) [BV1Sh4y1z7Yv_p9]_p09.flac,flac,44100,PCM_16,2,367.2,74623173,129e11721f52b577f90ab53bbbfafd32facfb7ae012617d2f9154131062dbc29,2026-08-26T07:25:18.978255,active,normal,unknown_924CF253,unknown_song_924CF253,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/6b/52/6b52ba86fb08b5210e2f51441dd267c1_924CF2535CAB4C48A485EF4845.flac,590cc8f82365ad70fbb3056c7523582f,success,4,0.7543164,-1,True,0.0,normal,,True,,,,,train,train,True
8E0D1A1B284746B3A1FCE15B41,raw_audio/4c/17/4c17165e5b13245e2a6b67e7ba90b0c55d987230364c9e04845e59a1075f16fa_8E0D1A1B284746B3A1FCE15B41.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p08 C2 Golem - Sun City [BV1Sh4y1z7Yv_p8]_p08.flac,flac,44100,PCM_16,2,352.15,59219075,4c17165e5b13245e2a6b67e7ba90b0c55d987230364c9e04845e59a1075f16fa,2026-08-26T07:25:19.218799,active,normal,artist:Golem,song:Golem:Sun City,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/4a/03/4a03389e4b068afcb5624ed4187d9936_8E0D1A1B284746B3A1FCE15B41.flac,db0152e871fa0cda1e1f5c32dc6bc6c6,success,4,0.753036,-1,True,0.0,normal,,True,,,,,train,train,True
870491B93FD04F979A12BC7811,raw_audio/35/97/359753213a70f030afb60bb32a3b48456c1101cd396d0c25a8ede0228e2e5877_870491B93FD04F979A12BC7811.flac,【意大利电子⧸梦幻浩室⧸非洲宇宙场景】Welcome To Paradise Vol. III： Italian Dream House 90-94 p01 A1 Jacy - Resounding Seashell [BV1Sh4y1z7Yv_p1]_p01.flac,flac,44100,PCM_16,2,285.14,48903363,359753213a70f030afb60bb32a3b48456c1101cd396d0c25a8ede0228e2e5877,2026-08-26T07:25:19.379544,active,normal,artist:Jacy,song:Jacy:Resounding Seashell,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/83/87/838788c6179e9bdb3ebbd89bc842571d_870491B93FD04F979A12BC7811.flac,e8dafb1fc1e34e3f70ec35ea30b5fdbf,success,1,0.60719436,1,False,1.0,normal,,True,,,,,val,val,True
A52E2E2FA5474C61984BCECC27,raw_audio/99/28/9928f21822c04282d477e53a69ab4fa4f4fa820fa3fd947675e0fb12de7d9a1f_A52E2E2FA5474C61984BCECC27.flac,02. Seven Marmelade.flac,flac,44100,PCM_16,2,189.01,36664738,9928f21822c04282d477e53a69ab4fa4f4fa820fa3fd947675e0fb12de7d9a1f,2026-08-26T07:25:19.509313,active,normal,unknown_A52E2E2F,unknown_song_A52E2E2F,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/05/9c/059c01ffff86a18ca5ea454b682d3a9a_A52E2E2FA5474C61984BCECC27.flac,391e41ab8644bde414f34c58f782357f,success,2,0.6193567,1,False,0.8987429218455912,normal,,True,,,,,val,val,True
25A0003CEA50409D88B8362568,raw_audio/44/59/445953d9565b693f030857f1f1303f6dc91df3335d98ad43d31abf7f8d0ec0d2_25A0003CEA50409D88B8362568.flac,01. Death Pacito.flac,flac,44100,PCM_16,2,453.02,78666856,445953d9565b693f030857f1f1303f6dc91df3335d98ad43d31abf7f8d0ec0d2,2026-08-26T07:25:19.738699,active,normal,unknown_25A0003C,unknown_song_25A0003C,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/9a/6e/9a6e202e5f83f97b2337199126b07bea_25A0003CEA50409D88B8362568.flac,14be2387dd92e330df96e26604ce84e3,success,2,0.6829386,1,False,0.901374671325029,normal,,True,,,,,train,train,True
77CB62FFAEC0446188CA3AE161,raw_audio/7b/07/7b0797260a2d1faed1b430068c5b0b12fa5f86290e9920284d7ee16b2702fc45_77CB62FFAEC0446188CA3AE161.flac,03. Zitterschlagzeug.flac,flac,44100,PCM_16,2,250.03,47642782,7b0797260a2d1faed1b430068c5b0b12fa5f86290e9920284d7ee16b2702fc45,2026-08-26T07:25:19.894489,active,normal,unknown_77CB62FF,unknown_song_77CB62FF,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/77/ae/77aeddebe5368ab6e2435f8f07ffb57e_77CB62FFAEC0446188CA3AE161.flac,cbf88bd6f075b7b55230b2b78b951b5c,success,1,0.64488983,-1,True,0.0,normal,,True,,,,,val,val,True
3F34DF1B2784408BA60CE8165C,raw_audio/c1/73/c173072cff9028d1280ab0284580d3ac7b568d788c661042a56e96b825fd1bf7_3F34DF1B2784408BA60CE8165C.flac,genshin_nata.flac,flac,48000,PCM_16,2,552.55,108177235,c173072cff9028d1280ab0284580d3ac7b568d788c661042a56e96b825fd1bf7,2026-08-26T07:28:14.528648,active,normal,unknown_3F34DF1B,unknown_song_3F34DF1B,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/01/ce/01ce91d81918e3a40377afb2ac95e8c7_3F34DF1B2784408BA60CE8165C.flac,efd01dd65ae22882169e13b1fd1d88f1,success,3,0.5775772,1,False,0.9331571088084584,normal,,True,,,,,train,train,True
286F49DADB7640A39E52E4C55A,raw_audio/84/5e/845ee82dc7034df32c591f2c273c568425fa7fdd5f4a070ce517c7faac7e5586_286F49DADB7640A39E52E4C55A.flac,huanghe_yao.flac,flac,44100,PCM_16,2,245.3,36594964,845ee82dc7034df32c591f2c273c568425fa7fdd5f4a070ce517c7faac7e5586,2026-08-26T07:28:14.680887,active,normal,unknown_286F49DA,unknown_song_286F49DA,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/98/00/98002e0b16f5b2eea700a1d85681b9d9_286F49DADB7640A39E52E4C55A.flac,5d64f3d8249afef5912c1368f1bd7b70,success,1,0.6487586,-1,True,0.0,normal,,True,,,,,train,train,True
3CC7E3DF77334AE0B1B2BC3795,raw_audio/b0/3e/b03ebd09fab01992b54413f7cce26f68d8dd07f84db973e9f647b2a93e9d1b60_3CC7E3DF77334AE0B1B2BC3795.flac,rb_playlist_04_SZA-Snooze.flac,flac,44100,PCM_16,2,200.0,33951576,b03ebd09fab01992b54413f7cce26f68d8dd07f84db973e9f647b2a93e9d1b60,2026-08-26T07:30:54.581896,active,normal,artist:SZA,song:SZA:Snooze,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/e4/66/e4665ea2610e51a86ad5b3277cd51f5b_3CC7E3DF77334AE0B1B2BC3795.flac,0f893624e32504946e40c982ff878e16,success,3,0.6256031,-1,True,0.0,normal,,True,,,,,train,train,True
9B845A8E8A744BCAA50705D73D,raw_audio/c1/ae/c1aef2e365e4b9f60b4913e78de00dc772666aff74110e3f40c89b9610a4e4d9_9B845A8E8A744BCAA50705D73D.flac,rb_playlist_06_Jake Miller & Jabbar Hakeem-The Girl That's Underneath.flac,flac,44100,PCM_16,2,185.0,34964117,c1aef2e365e4b9f60b4913e78de00dc772666aff74110e3f40c89b9610a4e4d9,2026-08-26T07:30:54.701530,active,normal,artist:Jake Miller & Jabbar Hakeem,song:Jake Miller & Jabbar Hakeem:The Girl That's Underneath,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/25/18/2518425ea1713231a4610d7c32b016d6_9B845A8E8A744BCAA50705D73D.flac,d9fd950e8c6e0f0368520f0b1b07ea24,success,1,0.69627655,-1,True,0.0,normal,,True,,,,,train,train,True
3E6F4E0EC2024CCD9FE718F847,raw_audio/71/8d/718d2bbede8bc9bc91f3430af04ed8f8573a4c20d16d84524040b0d1ac6505c5_3E6F4E0EC2024CCD9FE718F847.flac,cantonese_playlist_08_AGA-孤雏.flac,flac,44100,PCM_16,2,293.0,55798140,718d2bbede8bc9bc91f3430af04ed8f8573a4c20d16d84524040b0d1ac6505c5,2026-08-26T07:30:54.879140,active,normal,artist:AGA,song:AGA:孤雏,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/8d/ab/8dabf7ab747dcaff220560cf11b843fc_3E6F4E0EC2024CCD9FE718F847.flac,04bdeec32615a0226e0a6fd3ba0c9249,success,4,0.6173923,1,False,0.985128445746818,normal,,True,,,,,train,train,True
09E39F2B2CB84CEDAF02365CB2,raw_audio/e9/d5/e9d517ae88ad153ee47a99a28706ae55e6bbd380088ed3ce85241c018a179be6_09E39F2B2CB84CEDAF02365CB2.flac,cantonese_playlist_07_陈奕迅-富士山下.flac,flac,44100,PCM_16,2,259.0,50059635,e9d517ae88ad153ee47a99a28706ae55e6bbd380088ed3ce85241c018a179be6,2026-08-26T07:30:55.015764,active,normal,artist:陈奕迅,song:陈奕迅:富士山下,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/4f/c3/4fc36a60f538c7cd84137df2bd68cbb3_09E39F2B2CB84CEDAF02365CB2.flac,233978d7ed0c865899b4cc2c04588c86,success,0,0.5075875,-1,True,0.0,normal,,True,,,,,val,val,True
0CF65600F4474C71B19A9926EC,raw_audio/d2/02/d20258ce4fa62e1fa1807528dee5140fe1191bef5bb601bb60c57971ec384743_0CF65600F4474C71B19A9926EC.flac,cantonese_playlist_05_陈小春-相依为命.flac,flac,44100,PCM_16,2,235.0,42536296,d20258ce4fa62e1fa1807528dee5140fe1191bef5bb601bb60c57971ec384743,2026-08-26T07:30:55.144864,active,normal,artist:陈小春,song:陈小春:相依为命,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/2c/9f/2c9f4f37494328bf18fec5c995a97df3_0CF65600F4474C71B19A9926EC.flac,f7b3587c4075a4e864bc97b7ae85637c,success,1,0.62893486,1,False,1.0,normal,,True,,,,,train,train,True
4AD0681C6347477D8B1E849422,raw_audio/8a/5e/8a5e0b2fd072cdda963c896bde9b0fa793b778b8545973706e55894bd30d73a4_4AD0681C6347477D8B1E849422.flac,rb_playlist_02_Bruno Mars & Anderson .Paak & Silk Sonic-Leave The Door Open.flac,flac,44100,PCM_16,2,241.0,44461739,8a5e0b2fd072cdda963c896bde9b0fa793b778b8545973706e55894bd30d73a4,2026-08-26T07:30:55.289923,active,normal,artist:Bruno Mars & Anderson .Paak & Silk Sonic,song:Bruno Mars & Anderson .Paak & Silk Sonic:Leave The Door Open,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/68/02/6802ff092e54bd5a0ce6b7654a48a7e8_4AD0681C6347477D8B1E849422.flac,b711ba48980ec6b7ece18d67a45f9a94,success,4,0.66750795,1,False,0.9409277852388306,normal,,True,,,,,train,train,True
E6A98A1C67AC4D9FA1E7437524,raw_audio/97/a7/97a73a28ddaea795372318acef72429414ff8d38a7b1006b8f601ac5008cda03_E6A98A1C67AC4D9FA1E7437524.flac,rb_playlist_09_Bobby Caldwell-What You Won't Do For Love.flac,flac,44100,PCM_16,2,283.99,56815177,97a73a28ddaea795372318acef72429414ff8d38a7b1006b8f601ac5008cda03,2026-08-26T07:30:55.471856,active,normal,artist:Bobby Caldwell,song:Bobby Caldwell:What You Won't Do For Love,True,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/92/ce/92cef25fd1c3aa0bf5601bb4bd799ed3_E6A98A1C67AC4D9FA1E7437524.flac,a0c4fc3c98744c0ab7ac5703ea9fee1e,success,0,0.5979751,-1,True,0.0,golden_seed,active,True,v2.0_hdbscan_stratified,qwen_omni_annotated,kmeans_stratified_5clusters,,train,golden,False
A1AD6E948D2149EC940866F9D3,raw_audio/44/2a/442aeb3b36f4e5f836cfdfa7cb2e63f908ef3e58fcd3b63e296493b5f488adb3_A1AD6E948D2149EC940866F9D3.flac,rb_playlist_03_Nelly & Kelly Rowland-Dilemma.flac,flac,44100,PCM_16,2,289.0,52330251,442aeb3b36f4e5f836cfdfa7cb2e63f908ef3e58fcd3b63e296493b5f488adb3,2026-08-26T07:30:55.648906,active,normal,artist:Nelly & Kelly Rowland,song:Nelly & Kelly Rowland:Dilemma,False,False,/Users/m.jian/music_corpus_project/data/01_preprocess/processed_master/16/08/1608915708fa2c564baee783e7595010_A1AD6E948D2149EC940866F9D3.flac,21d9955d7c1f736f8e6c58e978c67bf7,success,1,0.7034967,-1,True,0.0,normal,,True,,,,,train,train,True
